"";"spalte";"TextBlock";"TopMargin";"indhold";"år";"samling"
"11430";1387;10;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Jeg vil gerne sige tak til kristeligt folkeparti, fordi man fremkommer med dette lovforslag. Det er muligt, at det er lige skrapt nok på enkelte punkter, men stort set kan vi gå ind for det. Vi mener, at frihed under ansvar også må gælde i dette tilfælde.";"1974";"1"
"11431";1387;11;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Fru Inge Fischer Møller udtalte, at hun ikke kan forstå, at kristeligt folkeparti kan gå ind for dødsstraf og samtidig vil beskytte de ufødte børn. Dér må jeg sige, at jeg har lidt af den samme opfattelse. Jeg ved godt, det var en ekstraordinær situation med tilbagevirkende kraft for de dér dødsstraffe, men respekten for liv må gælde under alle former, og vi er en kristen nation.";"1974";"1"
"11432";1387;12;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Nu hører vi her, at denne lovgivning går helt tilbage til 1937. Men hvis den lov, der blev vedtaget sidste år, var vedtaget i 1920, hvor mange af dem, der sidder her i salen, havde så været til stede, af gode grunde?";"1974";"1"
"11433";1387;13;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Det var noget at tænke på. Vi ved, at sådan én som H. C. Andersen, vi ved, at hvad hedder han, den store komponist Mozart var det vist, heller ikke var blevet født. Vi er da ovre den debat om al den sociale forargelse og over, at vi er sådan et fattigt land og alt det dér, de socialt svage. Vi er da ovre den debat.";"1974";"1"
"11434";1387;14;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Der er mange børn, der er uønsket, inden de kommer, det er rigtigt, men der er ikke mange børn, der er uønsket, når først de er født. Vi ved, at danske forældre står i kø for at få børn fra Korea og andre steder. Det er da i orden, at de kan få det, men der var også muligheder for, at de, hvis de skulle være så uønskede børn, kunne komme i pleje i danske hjem, der ville tage sig af dem, så den plade synes jeg godt man kunne tage af grammofonen.";"1974";"1"
"11435";1387;15;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Fru Gerda Møller er ked af, at hele debatten blusser op igen. Jeg synes, at det er godt, at debatten blusser op igen. Men jeg synes nok, at det er sørgeligt, at det i et folketing, der nu har en dominans af folk, der går ind for det bestående samfund, i det hele taget skulle være vanskeligt at samle et flertal for så ganske fornuftigt et forslag; når vi ser bort fra visse ting, der skulle ændres i det.";"1974";"1"
"11436";1387;16;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Det var hr. Brusvang, der var så sikker på, at hvis kvinden kunne bestemme det, så havde vi haft fri abort for 100 år siden. Jeg ved ikke, hvilke kredse hr. Brusvang færdes i, men i de kredse, jeg færdes i, er kvinden lige så stor en modstander af den abortlovgivning, som mænd er.";"1974";"1"
"11437";1387;17;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Ja, det er faktisk også et svar til fru Ebba Strange, der mente, at det var en lykke, at vi fik den abortlov. Nej, det var en ulykke for landet, og det var vel også en af grundene til, at kristeligt folkeparti fik den tilslutning, det fik, netop fordi de borgerlige partier i uhyggelig grad har misrøgtet det, som vælgerne har sat dem herind til.";"1974";"1"
"11438";1387;18;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Jeg vil med disse ord varmt anbefale, at man støtter kristeligt folkepartis lovforslag.";"1974";"1"
"11439";1387;19;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Burgdorf (KF):";"1974";"1"
"11440";1387;20;"1387 1/11 74: i. 'beh. af f. t. l. vedr. svangerskabsafbrydelse. 1388";"Også jeg personlig er modstander af loven om fri abort. Det er der flere i mit parti der er, og derfor hilser jeg også med glæde de initiativer, der kommer til at ændre dette. Men jeg må jo sige, at jeg ville have sat pris";"1974";"1"
"11441";1389;1;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"1974";"1"
"11442";1389;2;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"[Burgdorf.] '";"1974";"1"
"11443";1389;3;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"på, om det havde været en tilbageførelse til loven af 1956, der var tale om. Det er det ikke; jeg tror, at det ville have vundet lidt mere gehør.";"1974";"1"
"11444";1389;4;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Vi var et par stykker i mit parti, hr. Adam Møller og jeg selv, som tog initiativ til, på tværs af partierne, her i januar måned efter det nye folketings samling, at se, om ikke vi på tværpolitisk basis kunne finde et flertal for at få ændret denne lovgivning. Det lod sig ikke gøre, og derfor er jeg, hvad skal jeg sige, ængstelig for, at man også nu vil få vanskeligheder med at finde et flertal. Det er muligt, at kristeligt folkeparti kan fremføre så mange argumenter, hvad jeg ikke formåede dengang, at lovforslaget kan vedtages, og det skulle kun glæde mig.";"1974";"1"
"11445";1389;5;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Poul Boeg (CD):";"1974";"1"
"11446";1389;6;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Som mit partis ordfører, hr. Brusvang, gjorde opmærksom på, er der en vis delt mening i centrum-demokraternes gruppe om spørgsmålet om fri abort. Hr. Brusvang nævnte jo, at hr. Iversen og jeg havde en noget anden indstilling, og min partifælle hr. Iversen har bedt mig om også på hans vegne at gøre rede for vor holdning. Jeg kan dertil føje, at der er et par medlemmer af gruppen, der endnu ikke helt har taget endelig stilling. På den anden side vil jeg også sige, at den forskel i opfattelse, der er inden for centrum-demokraterne, nok ikke er den helt store og den helt fundamentale, i hvert fald sådan at forstå, at det jo netop af hr. Brusvang på partiets vegne blev fremhævet, at man så med fuld sympati på den etik, der lå i dette lovforslag. Jeg kan da også på partiets vegne sige, at vi klart tager afstand fra, at man om et sådant forslag anvender dette udtryk, at det skulle være hykleri, et udtryk, som efter min opfattelse næppe hører hjemme i en debat som denne.";"1974";"1"
"11447";1389;7;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"På den ene side må jeg sige, at når vi er nogle, der indtager en lidt anden holdning, så er det ikke udtryk for en ubetinget tilslutning til forslaget, sådan som det foreligger. Vi er enige i det grundsynspunkt, at man ikke bør have fri abort, og det er. vi enige i, fordi der jo her er tale om en livsholdning og et menneskesyn.";"1974";"1"
"11448";1389;8;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"På den anden side mener vi også, at det forslag, der her foreligger, er for restriktivt";"1974";"1"
"11449";1389;9;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"igen. Jeg kan her slutte mig til de udtalelser, vi har hørt, bl. a. fra forskellige talere på venstres og konservatives vegne, der jo netop gik ud på, at uanset den holdning, de tidligere havde indtaget, kunne de ikke gå ind for dette forslag. Jeg havde altså mere sympati for det forslag om ændring af lov om svangerskabsafbrydelse, som kristeligt folkeparti fremsatte, og som vi drøftede her i tinget den 26. april i år. Vi mener eksempelvis ikke, at det ville være rigtigt at skrue holdningen og udviklingen så langt tilbage,, at man forlod princippet om den sociale indikation. Vi mener samtidig, at samfundet har udviklet sig på en sådan måde, at behovet for at anvende en sådan regel ikke ville være særlig stort.";"1974";"1"
"11450";1389;10;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Det hovedargument, der- jo altid anføres til støtte for den frie abort, er jo dette med kvindens selvbestemmelsesret. Heroverfor vil jeg gerne påpege en anden ting, og det er, at den frie abort jo også kan misbruges som pression over for den gravide kvinde. En af de ting, som jeg har imod den, er, at den indebærer en risiko for, at der breder sig en, skal vi sige du-kan-jo-bare-få-det-fjernet-mentalitet, og det er ikke noget, jeg fantaserer mig til. Jeg kan godt nævne, at min kone engang, da hun var på hospital i forbindelse med en fødsel, lå på stue med en anden fødende kvinde, en ung enlig mor, der netop fortalte min kone, at hun havde været i den situation, at faderen havde lagt meget stærkt pres på hende for at gennemføre en abort. Han ville ikke gifte sig med hende. Han ville ikke flytte sammen med hende, han ville ikke have noget med barnet at gøre. Hun havde altså modstået denne pression, men man kan jo nok rejse det spørgsmål: hvor mange kvinder har det fornødne mod og de fornødne fysiske muligheder for at modstå et sådant pres, og er det til syvende og sidst i kvindens interesse? Der er dog altså også andre synsvinkler end dem, der her er blevet fremdraget.";"1974";"1"
"11451";1389;11;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Må jeg afslutningsvis nævne, at efter hr.";"1974";"1"
"11452";1389;12;"1389 Vil 74: I. bell. af f. t. 1. vedr. svangerskabsafbrydelse. 1390'";"Iversens og min opfattelse er der også noget vist paradoksalt i, at man netop i denne tid skal have fri abort, fordi det, der kan tale for det, det sociale, det økonomiske og det tekniske jo netop er områder, hvor der har været en meget stærk fremgang, der skulle gøre behovet mindre.";"1974";"1"
"11453";1391;1;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"1974";"1"
"11454";1391;2;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Ordføreren for forslagsstillerne (Inge Krogh) (KrF):";"1974";"1"
"11455";1391;3;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Jeg siger tak til justitsministeren, tak til socialministeren og tak til ordførerne for den interesse, man har vist vort forslag. Der er mange, der har taget ordet uden for ordførernes rækker; det siger jeg tak for.";"1974";"1"
"11456";1391;4;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Da vi i sidste folketingsår fremsatte lovforslaget om rådgivning for kvinder, blev vi fra socialdemokratisk side bebrejdet, at vi havde foretaget en faneflugt ved ikke at komme frem med en helt ny svangerskabs-lov. Det har vi også hørt andre steder fra. Det er dog ikke derfor, vi kommer frem med forslag til en helt ny svangerskabslov nu, men fordi vi føler, at det er en nødvendighed.";"1974";"1"
"11457";1391;5;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Der har været talt noget om, at vi ikke tror, det vil gå igennem her i tinget, og det kan måske være rigtigt, at vores bedømmelse er den. Men jeg synes dog, der er kommet så mange synspunkter frem her, at det i hvert fald viser, at man har interessen for dette. Det er noget dybt tragisk, dette, at vi i løbet af et års tid dræber mellem 25.000 og 30.000 mennesker. Det må berøre os alle, herunder alle der sidder her i salen. Jeg tror, der er et ønske om at få et sådant forslag bragt frem, ikke bare blandt kristeligt folkepartis vælgerskare, men langt ud over den skare.";"1974";"1"
"11458";1391;6;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Da vi behandlede forslaget om rådgivning, omtalte jeg den store stigning i abortantallet, der var i oktober kvartal. Det var de tal, jeg havde på det tidspunkt. Dengang anførte justitsministeren, at man kunne ikke uddrage noget af disse tal, for der var gået for kort tid, efter at loven om fri abort var trådt i kraft. Der var på det tidspunkt en meget stor stigning. Nu er der kommet yderligere stigning, der er gået længere tid, der er gået et år, siden loven blev vedtaget, og man kan vel nok regne mere med tallene nu. Det blev af justitsministeren bl. a. fremført, at man ikke kunne regne med tallet for oktober kvartal på grund af, at kvinder kom tidligere til svangerskabsafbrydelse, end de havde gjort før. Der er fremkommet tal i Ugeskrift for Læger for januar kvartal. De viser en stigning. Der er næsten 6.000, som det også er anført af en af ordførerne, i januar kvartal, hvilket er en stigning på 25 pet. fra oktober kvartal og en stigning på 70";"1974";"1"
"11459";1391;7;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"pet. fra året 1972-73. Der er fremkommet tal for april kvartal. De viser ikke nogen stigning, det er nogenlunde det samme som i januar kvartal. Men i juli kvartal er der igen en stigning. Jeg har lige fået tallene til morgen. Det er i hvert fald 6.500, og man må regne med, at en hel del af indberetningerne ikke er kommet ind endnu. Man må regne med, at det i hvert fald er en stigning i forhold til det forudgående kvartal på 11-12 pet., så vidt jeg kan skønne, men som sagt plejer en hel del af indberetningerne og tallene at komme ret sent ind til sundhedsstyrelsen.";"1974";"1"
"11460";1391;8;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Nu er det sagt bl. a. fra socialdemokratisk side, at man kan ikke regne med disse tal, idet der normalt ville have været en hel del illegale aborter, hvis man havde bevaret den tidligere retstilstand. Det er meget svært. Man har aldrig nogen sinde vidst, hvor mange illegale aborter vi havde her i landet, i øvrigt. Men hvis man undersøger de illegale aborter — jeg ved ikke, om der er nogen egentlig undersøgelse af dem, for det var jo kriminelt, så man kunne ikke lave undersøgelser af dem — vil man se, at det var i hvert fald sociale forhold, dybt tragiske sociale forhold, der gjorde, at kvinder fik foretaget illegal abort. Man må også tænke på, at dengang havde man ikke den lette adgang til svangerskabsforebyggende midler, som man har nu. Der er ikke nogen grund til at formode, at antallet af illegale aborter ville være på samme stade som tidligere.";"1974";"1"
"11461";1391;9;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Det er anført i mine bemærkninger til lovforslaget, at det ikke så meget er dybtgående sociale kvaler, der bevirker, at kvinder nu søger fri abort, og jeg har brugt ordet bekvemmelighedsgrunde. Det er fremgået af talrige samtaler med overlæger på gynækologiske afdelinger og kirurgiske afdelinger ude over landet, at man har ikke indtryk af, at årsagen er dybere sociale kvaler. Her fra København og Københavns omegn har jeg endda hørt, at det var, fordi man ville gennemføre f. eks. sin rejse til Mallorca. Man vil ikke tro det, men vi hørte det også i retsudvalget, da vi havde en professor til samråd dér.";"1974";"1"
"11462";1391;10;"1391 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1392";"Jeg tror, fru Ebba Strange må have taget fejl, da hun nævnede, at jeg sagde, abort blev brugt som prævention af bekvemmelig-";"1974";"1"
"11463";1393;1;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"1974";"1"
"11464";1393;3;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"[Inge Krogh.]";"1974";"1"
"11465";1393;4;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"hedsgrunde. Det har jeg ikke skrevet, men det står lige i linjen under, at den frie abort måske bruges som prævention.";"1974";"1"
"11466";1393;5;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Det er ikke muligt at få godtgjort, hvor mange der får foretaget mere end én abort i løbet af et år. Det er muligt, sundhedsstyrelsen, hvis den fik det pålagt, kunne gøre det op, men det er svært. Ude i amterne er det som regel sådan, at man kan få foretaget fri abort på forskellige sygehuse, så man er ikke klar over, hvornår en kvinde har fået foretaget mere end én abort. Men jeg har i hvert fald hørt fra adskillige sygehuse, at en kvinde både to og tre gange i løbet af dette år har fået foretaget abort. Jeg tror, det giver en hel del psykiske forandringer.";"1974";"1"
"11467";1393;6;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Vi fremsætter selvfølgelig dette forslag af hensyn til kvinden. Hun lider under dette, og som det også er blevet fremført af hr. Poul Boeg, så kan en kvinde blive presset til en abort.";"1974";"1"
"11468";1393;7;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Man har bebrejdet os, at vi griber meget langt tilbage, og at vi ikke engang har taget genetiske årsager med. Det er da også noget, der har voldt mig en del kvaler. Jeg har selvfølgelig i mit arbejde inden for åndssvageforsorgen netop arbejdet en del med genetikken og diagnostikken hos fosteret. Med formandens tilladelse vil jeg slutte med et citat fra en artikel i Ugeskrift for Læger, Meddelelser fra Dansk Medicinsk Selskab, nr. 5, 1974, af Jan Mohr, der er dr. med. og professor ved Københavns universitet:";"1974";"1"
"11469";1393;8;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"„Abortsagen, med bevægelse i retning af friere abort, giver et nyligt slående eksempel på dybtgående og hurtig forandring af etiske normer. Den grænse for abort, der nu regnes med i Amerika og visse andre lande, ligger meget nær grænsen for præmatur"" — for tidlig — „fødsel. Flere af de amerikanske forskere, der har været pionerer, når det gælder prænatal diagnose"" — diagnosen hos fosteret — „har faktisk overvejet, om det ville være ønskeligt og forsvarligt at indføre en forældreret til neonatal eutanasi"" — eutanasi omkring fødslen — „i tilfælde, hvor";"1974";"1"
"11470";1393;9;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"den nyfødte er alvorligt misdannet eller defekt på anden måde.""";"1974";"1"
"11471";1393;10;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Det vil sige, at man altså er gået videre nu. Nu dræber man ikke blot fosteret, men også det levende barn, der er misdannet. Her må jeg igen sige: hvad kan det næste blive?";"1974";"1"
"11472";1393;11;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Kirsten Jacobsen (FP):";"1974";"1"
"11473";1393;12;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Det er jo en meget interessant debat, vi her har siddet og overværet. Nu synes jeg ikke, man skal sidde og moralisere på andre menneskers bekostning, og det vil jeg også afholde mig fra at gøre her. Men jeg synes, at hvis man indrømmer sig selv en frihed, så bør man rent faktisk også indrømme sin nabo nøjagtig den samme frihed. Det er der visse mennesker, der ikke rigtig har forstået dybden af, men jeg vil håbe, det efterhånden går op for dem.";"1974";"1"
"11474";1393;13;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Min partifælle hr. Poulsgaard snakkede om, at vores nuværende abortlov havde været en ulykke for landet. Jeg er ikke enig med hr. Poulsgaard, men skulle hr. Poulsgaard have ret, så vil jeg dog ikke undlade at gøre opmærksom på, at vor nuværende abortlov i hvert fald har været til uhyre gavn for kvinderne og de ufødte børn, som ellers ville have vokset op under meget urimelige betingelser. Så er det et spørgsmål, hvad man i denne sag bør sætte højest. Det skal jeg undlade at kommentere.";"1974";"1"
"11475";1393;14;"Folketingets forhandlinger. (88) 1393 1/n 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1394";"Det har altid været således, at det er lettere at opdrage andres børn end sine egne. Det er nok årsagen til, at denne sag altid bliver debatteret kraftigst af mænd og ældre kvinder. Jeg vil kun komme med én konkret bemærkning til det foreliggende lovforslag, og den vedrører den strafferamme, som kristeligt folkeparti har foreslået, nemlig at strafferammen skulle være 2 år for læger, mens den for andre personer skulle være 4 år. Hvis man overtræder en gældende lov, så bør strafferammen efter min mening være ens for alle personer, selv for læger. Jeg tror ikke, at det skyldes, at det er fru Inge";"1974";"1"
"11476";1395;1;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"1974";"1"
"11477";1395;2;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"[Kirsten Jacobsen.]";"1974";"1"
"11478";1395;3;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Krogh, der har fremsat forslaget, men jeg vil blot gøre opmærksom på det, og jeg vil i hvert fald i udvalget komme ind på det.";"1974";"1"
"11479";1395;4;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Jeg vil gerne slutte mit korte indlæg med at citere, hvad formanden for kristeligt folkeparti, hr. Jens Møller, sagde, da vi i sidste samling debatterede dette spørgsmål. Han sagde, at kristeligt folkeparti var så realistiske, så de havde indset det umulige i at begrænse retten til fri abort. Jeg håber, kristeligt folkeparti stadig væk er så realistiske.";"1974";"1"
"11480";1395;5;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Poul Dam (SF):";"1974";"1"
"11481";1395;6;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Der er visse ting i denne debat, der er meget mærkelige. Det er først og fremmest dette, at der her gentages en række argumenter og derefter siges noget imod dem, uden at vedkommende har opdaget, at det er argumenter, der er taget af bordet for mange år siden. Der er ikke noget alvorligt menneske, der har talt om kvindens selvbestemmelsesret på den måde, som hr. Poul Boeg refererede det, i mange år. Man har derimod talt om noget helt andet, nemlig at det var uværdigt, at andre mennesker skulle bestemme, om kvinder skulle have abort, at nogle kontorfolk, nogle læger eller nogle socialrådgivere skulle bestemme det, og at man derved tog ansvaret fra dem, der først var udsat for risikoen ved det.";"1974";"1"
"11482";1395;7;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Hr. Poul Boeg talte om, at når han var imod fri abort, så var det udtryk for livsholdning og menneskesyn, og derfor ville han gerne lave et kompromis. Det er naturligvis også en livsholdning og et menneskesyn og vel egentlig typisk for det parti, hr. Poul Boeg tilhører.";"1974";"1"
"11483";1395;8;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Hr. Poulsgaard nævnte, at det var en ulykke, at vi fik den vidtgående adgang til fri abort, og nævnte i den forbindelse, at vi som følge heraf fik kristeligt folkeparti. Denne konklusion kan jeg godt tilslutte mig.";"1974";"1"
"11484";1395;9;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Det er en fri ret for medlemmer af dette ting at demonstrere deres grænseløse menneskeforagt, sådan som fru Inge Krogh gjorde det, da hun i fuldt alvor påstod, at kvinder gik hen og fik fri abort af hensyn til en rejse til Mallorca. Jeg har aldrig hørt noget lignende, og jeg må sige, at når dette kommer fra et parti, der tillader sig at kalde sig kristeligt folkeparti, så er det i betænkelig modstrid med blasfemiparagraffen.";"1974";"1"
"11485";1395;10;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Inger Stilling Pedersen (KrF):";"1974";"1"
"11486";1395;11;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Det skal ikke være noget langt indlæg.";"1974";"1"
"11487";1395;12;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Mange synspunkter er kommet frem her, og beskyldninger har røget imod hinanden; man kan vel nok tillægge hinanden forskellige motiver. Vi er mange i kristeligt folkeparti, der virkelig mener det alvorligt, når vi mener, at de ufødte har ret til livet. Det er fra visse partier herinde sagt meget klart i forbindelse med mange, mange lovforslag, hvordan man kæmper for de svage i samfundet. Er der noget, der er mere svagt end et ufødt barn? Det kan godt nok ikke give en stemme engang, når vi tager det væk, men alligevel.";"1974";"1"
"11488";1395;13;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Jeg mener, at vi bør hver især overveje, hvad det er, vi gør. Vi tillader mord — ja, vi. bruger mange finere udtryk for det.";"1974";"1"
"11489";1395;14;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"På den anden side vil jeg også sige, at så må vi også gøre os klart, at vi må betale prisen for, at det barn skal vokse op. Det har lydt fra forskellige sider i dag, at det er kvinden, der alene skal bestemme. Skal hun alene også stå med ansvaret for det, hun har gjort? Måske er det samfundets skyld, at hun har taget den beslutning, hun har. Derfor må vi alle uanset alder og uanset køn sige: dette er noget dybt alvorligt, som vi ikke bare kan slå af bordet med det samme, men som vi skal gå hen og tænke grundigt over. Jeg håber, vi alle sammen kan være med til at sikre det ufødte barn, også igennem dette lovforslag.";"1974";"1"
"11490";1395;15;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Ordføreren for forslagsstillerne (Inge Krogh) (KrF):";"1974";"1"
"11491";1395;16;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Der var blot en lille bemærkning til fru Hanne Reintoft, som bebrejdede kristeligt folkeparti, at det altid var imod sociale forbedringer, og blandt andet nævnte børnetilskud. Jeg tror ikke, fru Hanne Reintoft har læst aviser i den senere tid, hvor der. netop har været en meget stærk debat om, at vi forsøger at få børnetilskuddene indtægtsreguleret, blandt andet.";"1974";"1"
"11492";1395;17;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Jeg har fremsat forslaget sammen med forslag om forandringer i adoptionsloven og en udvidelse af barselhvilen. Det er et forslag, som fru Hanne Reintoft havde fremme i sidste omgang, og det bliver behandlet her i tinget om 14 dage.";"1974";"1"
"11493";1395;18;"1395 1/11 74: 1. beh. af f. t. 1. vedr. svangerskabsafbrydelse. 1396";"Angående dette, at jeg har nævnt en rejse til Mallorca som årsag til, at man havde fået abort, vil jeg blot sige, at det er ikke noget,";"1974";"1"
"11494";1397;1;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"1974";"1"
"11495";1397;2;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"[Inge Krogh.]";"1974";"1"
"11496";1397;3;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"jeg i min vildeste fantasi selv kunne have fundet på, og jeg tror heller ikke, at andre fra kristeligt folkeparti havde kunnet finde på det. Det er en klar oplysning, som jeg har fået af en overlæge på en gynækologisk afdeling i Københavns nærhed.";"1974";"1"
"11497";1397;4;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"Poul Boeg (CD):";"1974";"1"
"11498";1397;5;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"Jeg vil gerne takke hr. Poul Dam for den venlige belæring, han gav mig om, hvordan jeg skal argumentere, og hvilke synspunkter jeg skal inddrage i min argumentation. Jeg håber, at det ærede medlem ikke tager mig det ilde op, hvis jeg foretrækker selv at bestemme dette. Derudover vil jeg gerne sige, at på baggrund af det, som denne sag drejer sig om, var jeg rystet over i form og indhold at høre den nedvurdering, som socialistisk folkeparti på denne måde foretog af det foreliggende forslag.";"1974";"1"
"11499";1397;6;"1397 1/11 74: 1. beh. af f: t. 1. vedr. svangerskabsafbrydelse. 1398";"Lone Dybkjær (RV):";"1974";"1"
